k,Silhouette_mean (cosine),Silhouette_mean (euclidean),ARI_mean,scaler,geometry,n_neighbors
12,0.156,0.108,0.912,Share of Total,nearest_neighbors,5
12,0.175,0.106,0.847,Share of Top 30 (L1 Norm),nearest_neighbors,8
12,0.177,0.104,0.733,L2 Normalization,nearest_neighbors,8
12,0.173,0.104,0.976,L2 Normalization,nearest_neighbors,5
12,0.158,0.103,0.915,Share of Total,nearest_neighbors,6
12,0.15,0.103,0.941,Share of Total,nearest_neighbors,4
12,0.169,0.1,0.878,L2 Normalization,nearest_neighbors,6
12,0.146,0.1,0.845,Share of Top 30 (L1 Norm),nearest_neighbors,6
12,0.143,0.1,0.937,Share of Top 30 (L1 Norm),nearest_neighbors,5
12,0.172,0.099,0.88,L2 Normalization,nearest_neighbors,7
12,0.164,0.099,0.947,L2 Normalization,nearest_neighbors,4
12,0.146,0.097,0.896,Share of Top 30 (L1 Norm),nearest_neighbors,7
12,0.16,0.095,0.84,TF-IDF,nearest_neighbors,9
12,0.153,0.095,0.814,Share of Top 30 (L1 Norm),nearest_neighbors,10
12,0.154,0.092,0.815,TF-IDF,nearest_neighbors,10
12,0.153,0.091,0.929,TF-IDF,nearest_neighbors,6
12,0.152,0.091,0.802,TF-IDF,nearest_neighbors,8
12,0.147,0.09,0.867,TF-IDF,nearest_neighbors,7
12,0.149,0.089,0.927,TF-IDF,nearest_neighbors,5
12,0.122,0.078,0.959,TF-IDF,nearest_neighbors,4
13,0.167,0.115,0.875,Share of Total,nearest_neighbors,5
13,0.177,0.112,0.881,Share of Total,nearest_neighbors,9
13,0.167,0.112,0.912,Share of Total,nearest_neighbors,7
13,0.171,0.108,0.864,Share of Total,nearest_neighbors,8
13,0.172,0.106,0.918,Share of Total,nearest_neighbors,10
13,0.176,0.105,0.967,L2 Normalization,nearest_neighbors,5
13,0.173,0.104,0.833,Share of Top 30 (L1 Norm),nearest_neighbors,9
13,0.178,0.103,0.867,L2 Normalization,nearest_neighbors,9
13,0.15,0.103,0.809,Share of Total,nearest_neighbors,6
13,0.175,0.102,0.799,L2 Normalization,nearest_neighbors,10
13,0.152,0.102,0.915,Share of Top 30 (L1 Norm),nearest_neighbors,4
13,0.175,0.101,0.838,L2 Normalization,nearest_neighbors,7
13,0.171,0.101,0.895,L2 Normalization,nearest_neighbors,6
13,0.137,0.101,0.969,Share of Total,nearest_neighbors,4
13,0.172,0.099,0.875,L2 Normalization,nearest_neighbors,8
13,0.161,0.099,0.911,Share of Top 30 (L1 Norm),nearest_neighbors,6
13,0.153,0.098,0.843,Share of Top 30 (L1 Norm),nearest_neighbors,7
13,0.15,0.098,0.914,Share of Top 30 (L1 Norm),nearest_neighbors,5
13,0.149,0.095,0.685,Share of Top 30 (L1 Norm),nearest_neighbors,10
