k,Silhouette_mean (cosine),Silhouette_mean (euclidean),ARI_mean,scaler,geometry,n_neighbors
9,0.224,0.136,0.896,Share of Top 30 (L1 Norm),euclidean,8
9,0.224,0.135,0.903,L2 Normalization,euclidean,10
9,0.225,0.134,0.904,L2 Normalization,euclidean,9
9,0.225,0.134,0.874,L2 Normalization,euclidean,6
9,0.225,0.134,0.69,L2 Normalization,euclidean,17
9,0.224,0.134,0.731,L2 Normalization,euclidean,16
9,0.222,0.133,0.879,L2 Normalization,euclidean,11
9,0.218,0.133,0.798,L2 Normalization,euclidean,7
9,0.222,0.132,0.684,L2 Normalization,euclidean,18
9,0.222,0.132,0.683,L2 Normalization,euclidean,19
9,0.227,0.131,0.713,Share of Total,euclidean,20
9,0.222,0.131,0.842,Share of Top 30 (L1 Norm),euclidean,10
9,0.219,0.13,0.917,L2 Normalization,euclidean,8
9,0.218,0.13,0.905,Share of Total,euclidean,9
9,0.215,0.13,0.821,L2 Normalization,euclidean,12
9,0.224,0.129,0.874,Share of Total,euclidean,16
9,0.22,0.128,0.809,Share of Total,euclidean,18
9,0.22,0.128,0.756,Share of Total,euclidean,19
9,0.218,0.128,0.837,Share of Total,euclidean,17
9,0.217,0.128,0.685,L2 Normalization,euclidean,20
9,0.21,0.128,0.974,L2 Normalization,euclidean,5
9,0.2,0.128,0.81,Share of Top 30 (L1 Norm),euclidean,7
9,0.22,0.127,0.899,Share of Total,euclidean,15
9,0.219,0.127,0.941,Share of Total,euclidean,14
9,0.207,0.127,0.887,Share of Top 30 (L1 Norm),euclidean,5
9,0.222,0.126,0.887,Share of Total,euclidean,12
9,0.207,0.124,0.828,L2 Normalization,euclidean,13
9,0.215,0.123,0.904,Share of Total,euclidean,13
9,0.21,0.122,0.851,Share of Total,euclidean,10
9,0.203,0.121,0.939,Share of Total,euclidean,8
9,0.21,0.117,0.825,Share of Total,euclidean,11
9,0.196,0.116,0.78,TF-IDF,euclidean,18
9,0.194,0.115,0.986,TF-IDF,euclidean,5
9,0.19,0.115,0.852,Share of Top 30 (L1 Norm),euclidean,9
9,0.202,0.114,0.835,Share of Total,euclidean,7
9,0.189,0.114,0.83,TF-IDF,euclidean,20
9,0.191,0.112,0.963,TF-IDF,euclidean,6
9,0.188,0.112,0.758,TF-IDF,euclidean,19
9,0.187,0.112,0.802,TF-IDF,euclidean,16
9,0.187,0.112,0.785,TF-IDF,euclidean,11
9,0.185,0.112,0.8,TF-IDF,euclidean,13
9,0.186,0.111,0.775,TF-IDF,euclidean,14
9,0.185,0.111,0.866,TF-IDF,euclidean,12
9,0.182,0.11,0.883,TF-IDF,euclidean,10
9,0.178,0.109,0.851,TF-IDF,euclidean,9
9,0.179,0.107,0.736,TF-IDF,euclidean,17
9,0.175,0.107,0.907,TF-IDF,euclidean,8
9,0.172,0.106,0.936,TF-IDF,euclidean,7
9,0.173,0.104,0.701,TF-IDF,euclidean,15
9,0.175,0.101,0.992,Share of Total,euclidean,5
9,0.132,0.086,0.857,Share of Total,euclidean,6
10,0.232,0.138,0.92,Share of Top 30 (L1 Norm),euclidean,15
10,0.232,0.138,0.912,Share of Top 30 (L1 Norm),euclidean,14
10,0.23,0.137,0.822,L2 Normalization,euclidean,15
10,0.23,0.136,0.888,Share of Top 30 (L1 Norm),euclidean,13
10,0.23,0.136,0.854,Share of Top 30 (L1 Norm),euclidean,16
10,0.231,0.135,0.896,Share of Top 30 (L1 Norm),euclidean,12
10,0.227,0.135,0.777,L2 Normalization,euclidean,16
10,0.223,0.133,0.766,L2 Normalization,euclidean,14
10,0.222,0.131,0.675,L2 Normalization,euclidean,20
10,0.22,0.129,0.668,L2 Normalization,euclidean,18
10,0.219,0.129,0.93,Share of Top 30 (L1 Norm),euclidean,6
10,0.21,0.127,0.718,Share of Top 30 (L1 Norm),euclidean,17
10,0.204,0.127,0.704,Share of Top 30 (L1 Norm),euclidean,19
10,0.203,0.127,0.72,Share of Top 30 (L1 Norm),euclidean,18
10,0.209,0.126,0.76,L2 Normalization,euclidean,9
10,0.214,0.125,0.611,L2 Normalization,euclidean,19
10,0.204,0.124,0.939,L2 Normalization,euclidean,5
10,0.2,0.124,0.705,Share of Top 30 (L1 Norm),euclidean,20
10,0.217,0.123,0.74,Share of Total,euclidean,17
10,0.208,0.123,0.792,L2 Normalization,euclidean,13
10,0.183,0.123,0.869,Share of Top 30 (L1 Norm),euclidean,5
10,0.201,0.122,0.955,L2 Normalization,euclidean,6
10,0.203,0.121,0.778,L2 Normalization,euclidean,12
10,0.211,0.12,0.772,Share of Top 30 (L1 Norm),euclidean,11
10,0.206,0.12,0.669,L2 Normalization,euclidean,17
10,0.211,0.119,0.761,Share of Total,euclidean,19
10,0.209,0.119,0.736,Share of Total,euclidean,16
10,0.199,0.119,0.812,L2 Normalization,euclidean,11
10,0.197,0.119,0.856,L2 Normalization,euclidean,7
10,0.192,0.119,0.967,Share of Top 30 (L1 Norm),euclidean,7
10,0.203,0.117,0.801,Share of Total,euclidean,14
10,0.197,0.117,0.797,L2 Normalization,euclidean,10
10,0.202,0.116,0.682,Share of Total,euclidean,20
10,0.202,0.116,0.651,Share of Total,euclidean,18
10,0.192,0.116,0.777,L2 Normalization,euclidean,8
10,0.194,0.115,0.849,Share of Total,euclidean,9
10,0.19,0.115,0.827,TF-IDF,euclidean,18
10,0.188,0.113,0.758,TF-IDF,euclidean,17
10,0.199,0.112,0.743,Share of Total,euclidean,15
10,0.189,0.112,0.792,TF-IDF,euclidean,19
10,0.187,0.112,0.754,TF-IDF,euclidean,20
10,0.18,0.112,0.814,Share of Top 30 (L1 Norm),euclidean,8
10,0.194,0.111,0.94,Share of Total,euclidean,7
10,0.186,0.111,0.825,Share of Top 30 (L1 Norm),euclidean,10
10,0.183,0.111,0.838,TF-IDF,euclidean,14
10,0.173,0.111,0.897,Share of Top 30 (L1 Norm),euclidean,9
10,0.182,0.11,0.757,TF-IDF,euclidean,16
10,0.18,0.109,0.775,TF-IDF,euclidean,13
10,0.187,0.108,0.747,Share of Total,euclidean,10
10,0.185,0.108,0.923,Share of Total,euclidean,8
10,0.177,0.108,0.794,TF-IDF,euclidean,15
10,0.191,0.107,0.702,Share of Total,euclidean,12
10,0.187,0.107,0.755,Share of Total,euclidean,13
10,0.172,0.106,0.773,TF-IDF,euclidean,8
10,0.188,0.105,0.755,Share of Total,euclidean,11
10,0.174,0.105,0.773,TF-IDF,euclidean,9
10,0.174,0.103,0.826,TF-IDF,euclidean,12
10,0.166,0.101,0.911,TF-IDF,euclidean,6
10,0.164,0.1,0.82,TF-IDF,euclidean,7
10,0.164,0.099,0.795,TF-IDF,euclidean,11
10,0.164,0.097,0.849,TF-IDF,euclidean,10
10,0.163,0.097,0.983,TF-IDF,euclidean,5
10,0.149,0.095,0.95,Share of Total,euclidean,5
10,0.134,0.09,0.813,Share of Total,euclidean,6
11,0.219,0.133,0.807,L2 Normalization,euclidean,14
11,0.219,0.132,0.766,L2 Normalization,euclidean,16
11,0.234,0.131,0.888,Share of Top 30 (L1 Norm),euclidean,6
11,0.216,0.128,0.654,L2 Normalization,euclidean,18
11,0.215,0.128,0.787,Share of Top 30 (L1 Norm),euclidean,13
11,0.216,0.127,0.638,L2 Normalization,euclidean,19
11,0.215,0.127,0.777,L2 Normalization,euclidean,15
11,0.209,0.127,0.715,Share of Top 30 (L1 Norm),euclidean,14
11,0.207,0.127,0.772,Share of Top 30 (L1 Norm),euclidean,15
11,0.202,0.127,0.819,Share of Top 30 (L1 Norm),euclidean,18
11,0.21,0.125,0.686,L2 Normalization,euclidean,17
11,0.208,0.125,0.763,L2 Normalization,euclidean,13
11,0.204,0.125,0.789,Share of Top 30 (L1 Norm),euclidean,16
11,0.177,0.125,0.946,Share of Top 30 (L1 Norm),euclidean,5
11,0.209,0.124,0.648,L2 Normalization,euclidean,20
11,0.213,0.123,0.807,Share of Top 30 (L1 Norm),euclidean,8
11,0.207,0.123,0.755,L2 Normalization,euclidean,10
11,0.205,0.123,0.769,L2 Normalization,euclidean,8
11,0.202,0.123,0.747,Share of Top 30 (L1 Norm),euclidean,19
11,0.202,0.122,0.82,L2 Normalization,euclidean,11
11,0.2,0.122,0.862,Share of Top 30 (L1 Norm),euclidean,17
11,0.203,0.121,0.817,L2 Normalization,euclidean,12
11,0.202,0.121,0.843,L2 Normalization,euclidean,7
11,0.209,0.119,0.812,Share of Top 30 (L1 Norm),euclidean,12
11,0.208,0.119,0.884,Share of Top 30 (L1 Norm),euclidean,7
11,0.2,0.119,0.932,L2 Normalization,euclidean,6
11,0.194,0.118,0.669,Share of Top 30 (L1 Norm),euclidean,20
11,0.194,0.116,0.774,L2 Normalization,euclidean,9
11,0.203,0.115,0.783,Share of Top 30 (L1 Norm),euclidean,11
11,0.2,0.114,0.748,Share of Total,euclidean,10
11,0.193,0.114,0.842,Share of Total,euclidean,9
11,0.19,0.114,0.934,L2 Normalization,euclidean,5
11,0.201,0.112,0.636,Share of Total,euclidean,18
11,0.2,0.112,0.821,Share of Total,euclidean,12
11,0.199,0.112,0.666,Share of Total,euclidean,19
11,0.193,0.112,0.848,Share of Total,euclidean,8
11,0.193,0.112,0.827,Share of Total,euclidean,7
11,0.184,0.112,0.779,TF-IDF,euclidean,18
11,0.203,0.111,0.699,Share of Total,euclidean,17
11,0.197,0.111,0.66,Share of Total,euclidean,20
11,0.199,0.109,0.723,Share of Total,euclidean,16
11,0.197,0.109,0.793,Share of Total,euclidean,11
11,0.193,0.109,0.802,Share of Total,euclidean,13
11,0.187,0.107,0.795,Share of Total,euclidean,14
11,0.187,0.107,0.767,Share of Top 30 (L1 Norm),euclidean,10
11,0.178,0.107,0.72,TF-IDF,euclidean,19
11,0.174,0.107,0.825,Share of Top 30 (L1 Norm),euclidean,9
11,0.189,0.106,0.726,Share of Total,euclidean,15
11,0.177,0.106,0.797,TF-IDF,euclidean,16
11,0.174,0.104,0.94,TF-IDF,euclidean,6
11,0.175,0.103,0.722,TF-IDF,euclidean,20
11,0.173,0.103,0.756,TF-IDF,euclidean,7
11,0.172,0.103,0.771,TF-IDF,euclidean,15
11,0.171,0.103,0.809,TF-IDF,euclidean,14
11,0.171,0.102,0.831,TF-IDF,euclidean,11
11,0.17,0.102,0.815,TF-IDF,euclidean,13
11,0.17,0.101,0.854,TF-IDF,euclidean,12
11,0.152,0.101,0.897,Share of Total,euclidean,5
11,0.171,0.1,0.732,TF-IDF,euclidean,17
11,0.166,0.1,0.739,TF-IDF,euclidean,9
11,0.161,0.097,0.949,TF-IDF,euclidean,5
11,0.144,0.097,0.935,Share of Total,euclidean,6
11,0.161,0.095,0.814,TF-IDF,euclidean,10
11,0.152,0.094,0.801,TF-IDF,euclidean,8
12,0.211,0.144,0.946,Share of Top 30 (L1 Norm),euclidean,5
12,0.217,0.133,0.834,Share of Top 30 (L1 Norm),euclidean,6
12,0.213,0.13,0.895,L2 Normalization,euclidean,7
12,0.214,0.128,0.761,L2 Normalization,euclidean,15
12,0.211,0.128,0.838,L2 Normalization,euclidean,8
12,0.211,0.126,0.777,L2 Normalization,euclidean,11
12,0.207,0.125,0.832,L2 Normalization,euclidean,9
12,0.211,0.124,0.738,L2 Normalization,euclidean,17
12,0.211,0.124,0.646,L2 Normalization,euclidean,20
12,0.202,0.124,0.734,Share of Top 30 (L1 Norm),euclidean,15
12,0.204,0.123,0.943,L2 Normalization,euclidean,5
12,0.208,0.122,0.687,L2 Normalization,euclidean,18
12,0.208,0.121,0.724,Share of Top 30 (L1 Norm),euclidean,13
12,0.2,0.121,0.807,L2 Normalization,euclidean,10
12,0.191,0.121,0.884,Share of Top 30 (L1 Norm),euclidean,7
12,0.213,0.12,0.727,Share of Total,euclidean,10
12,0.202,0.12,0.752,L2 Normalization,euclidean,14
12,0.202,0.12,0.745,L2 Normalization,euclidean,16
12,0.201,0.118,0.871,Share of Top 30 (L1 Norm),euclidean,8
12,0.201,0.118,0.66,L2 Normalization,euclidean,19
12,0.192,0.118,0.696,Share of Top 30 (L1 Norm),euclidean,14
12,0.189,0.118,0.833,Share of Total,euclidean,9
12,0.197,0.117,0.73,Share of Top 30 (L1 Norm),euclidean,16
12,0.196,0.116,0.771,L2 Normalization,euclidean,12
12,0.187,0.114,0.678,Share of Top 30 (L1 Norm),euclidean,18
12,0.184,0.114,0.683,Share of Top 30 (L1 Norm),euclidean,19
12,0.199,0.113,0.748,Share of Top 30 (L1 Norm),euclidean,11
12,0.19,0.113,0.792,L2 Normalization,euclidean,13
12,0.182,0.113,0.643,Share of Top 30 (L1 Norm),euclidean,20
12,0.185,0.112,0.737,Share of Top 30 (L1 Norm),euclidean,17
12,0.2,0.111,0.761,Share of Top 30 (L1 Norm),euclidean,12
12,0.188,0.111,0.913,L2 Normalization,euclidean,6
12,0.19,0.11,0.765,Share of Top 30 (L1 Norm),euclidean,10
12,0.197,0.109,0.776,Share of Total,euclidean,11
12,0.188,0.109,0.62,Share of Total,euclidean,19
12,0.175,0.109,0.796,Share of Total,euclidean,8
12,0.191,0.108,0.665,Share of Total,euclidean,20
12,0.182,0.106,0.696,Share of Total,euclidean,17
12,0.181,0.105,0.622,Share of Total,euclidean,18
12,0.184,0.104,0.828,Share of Total,euclidean,12
12,0.177,0.104,0.811,TF-IDF,euclidean,11
12,0.172,0.104,0.803,Share of Total,euclidean,7
12,0.161,0.104,0.857,Share of Total,euclidean,5
12,0.173,0.102,0.706,TF-IDF,euclidean,19
12,0.171,0.102,0.752,TF-IDF,euclidean,16
12,0.158,0.102,0.782,Share of Total,euclidean,6
12,0.174,0.101,0.879,Share of Total,euclidean,13
12,0.171,0.101,0.895,Share of Total,euclidean,14
12,0.171,0.101,0.842,TF-IDF,euclidean,6
12,0.168,0.101,0.716,TF-IDF,euclidean,18
12,0.176,0.1,0.757,Share of Total,euclidean,16
12,0.17,0.1,0.656,TF-IDF,euclidean,20
12,0.166,0.1,0.746,TF-IDF,euclidean,15
12,0.18,0.099,0.81,Share of Total,euclidean,15
12,0.168,0.099,0.85,TF-IDF,euclidean,5
12,0.161,0.098,0.739,TF-IDF,euclidean,13
12,0.166,0.097,0.85,Share of Top 30 (L1 Norm),euclidean,9
12,0.163,0.097,0.704,TF-IDF,euclidean,17
12,0.162,0.097,0.832,TF-IDF,euclidean,7
12,0.159,0.096,0.761,TF-IDF,euclidean,14
12,0.157,0.095,0.736,TF-IDF,euclidean,12
12,0.153,0.095,0.82,TF-IDF,euclidean,8
12,0.154,0.094,0.79,TF-IDF,euclidean,10
12,0.15,0.092,0.849,TF-IDF,euclidean,9
13,0.209,0.135,0.911,Share of Top 30 (L1 Norm),euclidean,5
13,0.223,0.132,0.838,L2 Normalization,euclidean,11
13,0.217,0.129,0.863,L2 Normalization,euclidean,7
13,0.216,0.127,0.93,Share of Total,euclidean,9
13,0.216,0.127,0.692,L2 Normalization,euclidean,15
13,0.205,0.127,0.932,Share of Top 30 (L1 Norm),euclidean,6
13,0.215,0.125,0.688,L2 Normalization,euclidean,17
13,0.211,0.125,0.755,L2 Normalization,euclidean,14
13,0.205,0.124,0.898,L2 Normalization,euclidean,5
13,0.207,0.123,0.793,L2 Normalization,euclidean,8
13,0.212,0.122,0.647,L2 Normalization,euclidean,18
13,0.209,0.122,0.81,L2 Normalization,euclidean,9
13,0.208,0.122,0.788,L2 Normalization,euclidean,12
13,0.204,0.122,0.869,Share of Top 30 (L1 Norm),euclidean,7
13,0.209,0.121,0.623,L2 Normalization,euclidean,19
13,0.202,0.121,0.783,Share of Top 30 (L1 Norm),euclidean,8
13,0.205,0.12,0.718,L2 Normalization,euclidean,16
13,0.204,0.12,0.791,L2 Normalization,euclidean,13
13,0.204,0.12,0.708,L2 Normalization,euclidean,10
13,0.203,0.12,0.678,Share of Total,euclidean,10
13,0.201,0.118,0.652,L2 Normalization,euclidean,20
13,0.198,0.117,0.791,Share of Total,euclidean,8
13,0.178,0.114,0.712,Share of Top 30 (L1 Norm),euclidean,13
13,0.199,0.113,0.722,Share of Top 30 (L1 Norm),euclidean,11
13,0.188,0.112,0.829,L2 Normalization,euclidean,6
13,0.185,0.112,0.68,Share of Top 30 (L1 Norm),euclidean,12
13,0.184,0.112,0.727,Share of Top 30 (L1 Norm),euclidean,15
13,0.195,0.11,0.737,Share of Total,euclidean,11
13,0.191,0.11,0.711,Share of Total,euclidean,13
13,0.181,0.11,0.736,Share of Top 30 (L1 Norm),euclidean,14
13,0.179,0.11,0.744,Share of Top 30 (L1 Norm),euclidean,16
13,0.185,0.109,0.66,Share of Top 30 (L1 Norm),euclidean,18
13,0.183,0.109,0.657,Share of Top 30 (L1 Norm),euclidean,19
13,0.19,0.108,0.751,Share of Total,euclidean,12
13,0.185,0.107,0.875,Share of Total,euclidean,7
13,0.193,0.106,0.596,Share of Total,euclidean,19
13,0.19,0.106,0.651,Share of Total,euclidean,18
13,0.181,0.106,0.742,TF-IDF,euclidean,15
13,0.188,0.105,0.725,Share of Total,euclidean,15
13,0.185,0.105,0.653,Share of Total,euclidean,17
13,0.18,0.104,0.77,Share of Total,euclidean,14
13,0.178,0.104,0.682,TF-IDF,euclidean,17
13,0.173,0.104,0.795,Share of Top 30 (L1 Norm),euclidean,9
13,0.173,0.104,0.705,Share of Top 30 (L1 Norm),euclidean,17
13,0.167,0.104,0.848,Share of Total,euclidean,6
13,0.175,0.103,0.866,TF-IDF,euclidean,5
13,0.173,0.103,0.721,TF-IDF,euclidean,16
13,0.158,0.103,0.88,Share of Total,euclidean,5
13,0.182,0.102,0.601,Share of Total,euclidean,20
13,0.17,0.101,0.805,Share of Top 30 (L1 Norm),euclidean,10
13,0.174,0.1,0.667,Share of Total,euclidean,16
13,0.172,0.1,0.644,TF-IDF,euclidean,20
13,0.168,0.1,0.694,TF-IDF,euclidean,18
13,0.167,0.1,0.81,TF-IDF,euclidean,10
13,0.165,0.099,0.73,TF-IDF,euclidean,13
13,0.165,0.099,0.71,TF-IDF,euclidean,12
13,0.161,0.099,0.64,Share of Top 30 (L1 Norm),euclidean,20
13,0.167,0.098,0.742,TF-IDF,euclidean,11
13,0.164,0.097,0.695,TF-IDF,euclidean,19
13,0.158,0.095,0.74,TF-IDF,euclidean,14
13,0.149,0.091,0.819,TF-IDF,euclidean,9
13,0.147,0.09,0.781,TF-IDF,euclidean,8
13,0.146,0.087,0.739,TF-IDF,euclidean,7
13,0.144,0.087,0.964,TF-IDF,euclidean,6
14,0.203,0.126,0.85,Share of Top 30 (L1 Norm),euclidean,8
14,0.193,0.126,0.939,Share of Top 30 (L1 Norm),euclidean,5
14,0.209,0.122,0.693,L2 Normalization,euclidean,15
14,0.209,0.121,0.874,Share of Total,euclidean,9
14,0.204,0.121,0.876,L2 Normalization,euclidean,7
14,0.189,0.121,0.944,Share of Top 30 (L1 Norm),euclidean,6
14,0.205,0.12,0.695,L2 Normalization,euclidean,14
14,0.202,0.119,0.753,L2 Normalization,euclidean,11
14,0.202,0.118,0.8,L2 Normalization,euclidean,9
14,0.201,0.118,0.8,L2 Normalization,euclidean,10
14,0.189,0.117,0.894,Share of Top 30 (L1 Norm),euclidean,9
14,0.202,0.116,0.661,L2 Normalization,euclidean,17
14,0.198,0.115,0.786,Share of Total,euclidean,10
14,0.194,0.114,0.912,L2 Normalization,euclidean,8
14,0.194,0.114,0.789,L2 Normalization,euclidean,12
14,0.175,0.114,0.631,Share of Top 30 (L1 Norm),euclidean,13
14,0.194,0.113,0.668,L2 Normalization,euclidean,16
14,0.181,0.113,0.948,Share of Top 30 (L1 Norm),euclidean,7
14,0.191,0.112,0.78,Share of Top 30 (L1 Norm),euclidean,10
14,0.191,0.112,0.739,L2 Normalization,euclidean,13
14,0.186,0.112,0.661,Share of Top 30 (L1 Norm),euclidean,15
14,0.192,0.11,0.777,Share of Total,euclidean,8
14,0.186,0.11,0.812,L2 Normalization,euclidean,6
14,0.181,0.11,0.856,L2 Normalization,euclidean,5
14,0.188,0.109,0.694,Share of Total,euclidean,13
14,0.176,0.109,0.622,Share of Top 30 (L1 Norm),euclidean,12
14,0.189,0.108,0.916,Share of Total,euclidean,7
14,0.193,0.107,0.696,Share of Total,euclidean,11
14,0.189,0.107,0.611,L2 Normalization,euclidean,18
14,0.184,0.107,0.591,L2 Normalization,euclidean,19
14,0.18,0.107,0.73,Share of Top 30 (L1 Norm),euclidean,11
14,0.178,0.107,0.781,TF-IDF,euclidean,10
14,0.174,0.107,0.698,Share of Top 30 (L1 Norm),euclidean,14
14,0.174,0.107,0.668,Share of Top 30 (L1 Norm),euclidean,16
14,0.195,0.106,0.714,Share of Total,euclidean,15
14,0.181,0.106,0.596,L2 Normalization,euclidean,20
14,0.18,0.106,0.643,Share of Top 30 (L1 Norm),euclidean,18
14,0.178,0.106,0.676,Share of Top 30 (L1 Norm),euclidean,17
14,0.178,0.105,0.711,TF-IDF,euclidean,13
14,0.187,0.104,0.726,Share of Total,euclidean,12
14,0.173,0.104,0.637,Share of Top 30 (L1 Norm),euclidean,20
14,0.17,0.104,0.928,Share of Total,euclidean,6
14,0.185,0.103,0.719,Share of Total,euclidean,14
14,0.178,0.103,0.648,Share of Total,euclidean,17
14,0.175,0.103,0.606,Share of Top 30 (L1 Norm),euclidean,19
14,0.163,0.102,0.934,Share of Total,euclidean,5
14,0.176,0.1,0.657,Share of Total,euclidean,16
14,0.176,0.1,0.6,Share of Total,euclidean,19
14,0.171,0.1,0.713,TF-IDF,euclidean,15
14,0.17,0.1,0.849,TF-IDF,euclidean,7
14,0.171,0.099,0.744,TF-IDF,euclidean,16
14,0.168,0.099,0.97,TF-IDF,euclidean,5
14,0.168,0.099,0.699,TF-IDF,euclidean,14
14,0.167,0.099,0.861,TF-IDF,euclidean,8
14,0.17,0.097,0.582,Share of Total,euclidean,18
14,0.164,0.097,0.934,TF-IDF,euclidean,6
14,0.164,0.097,0.871,TF-IDF,euclidean,9
14,0.162,0.096,0.746,TF-IDF,euclidean,12
14,0.162,0.096,0.669,TF-IDF,euclidean,17
14,0.166,0.094,0.576,Share of Total,euclidean,20
14,0.155,0.092,0.748,TF-IDF,euclidean,11
14,0.155,0.091,0.683,TF-IDF,euclidean,19
14,0.148,0.088,0.644,TF-IDF,euclidean,18
14,0.141,0.084,0.602,TF-IDF,euclidean,20
