,2,3,4,5,6,7,8,9,10
0,2,2,1,1,2,2,4,3,4
1,2,2,1,1,2,2,4,3,3
2,2,2,3,4,5,3,3,8,2
3,2,2,1,5,6,5,6,6,7
4,2,3,4,5,4,5,6,6,7
5,2,3,4,3,3,4,5,5,6
6,2,2,3,4,5,3,3,8,4
7,2,3,4,3,3,4,5,5,6
8,2,3,4,3,4,6,7,9,10
9,2,2,3,4,5,3,4,4,4
10,1,1,2,2,1,1,1,1,9
11,2,3,4,3,4,7,8,4,5
12,2,3,4,3,4,7,8,7,8
13,1,1,2,2,1,1,2,2,1
14,2,3,4,3,3,4,5,5,6
15,2,3,4,3,4,7,8,4,5
16,1,1,2,2,1,1,2,2,1
17,1,1,2,2,1,1,1,1,9
18,2,3,4,3,4,7,8,7,8
19,2,2,3,4,5,3,3,8,2
20,2,3,4,3,3,4,5,5,6
21,2,2,3,4,5,3,3,8,2
22,1,1,2,1,2,2,2,2,1
23,2,3,4,3,4,6,7,9,10
24,2,3,4,3,3,7,8,4,5
25,1,1,2,1,2,2,2,2,1
26,2,3,4,3,3,4,5,5,6
27,2,3,4,3,3,4,5,5,6
28,2,3,4,3,3,4,5,4,5
29,2,2,1,1,2,2,4,3,3
30,2,3,4,3,4,6,7,9,10
31,2,3,4,3,3,4,5,5,6
32,1,1,2,2,1,1,1,1,9
33,2,2,1,1,2,2,4,3,3
34,2,2,3,4,5,3,3,8,2
35,1,1,2,2,1,1,1,1,9
36,2,2,1,1,2,2,4,3,3
37,2,3,4,3,4,7,8,7,8
38,2,2,3,4,5,3,3,8,2
39,1,1,2,2,1,1,1,1,9
40,2,3,4,3,4,7,8,7,8
41,2,2,1,5,6,5,6,6,7
42,2,2,1,1,2,2,4,3,3
43,2,3,4,3,3,4,5,5,6
44,2,2,3,4,5,3,3,8,2
45,2,2,3,4,5,3,3,8,2
46,2,3,4,3,3,7,8,4,5
47,2,2,1,5,6,5,6,6,7
48,2,2,1,5,6,5,6,6,7
49,2,2,1,1,2,2,4,3,3
50,2,2,3,4,5,3,3,8,2
51,1,1,2,2,2,2,2,2,1
52,2,2,1,1,2,2,4,3,4
53,2,2,3,4,5,3,4,4,4
54,1,1,2,2,1,1,1,1,9
55,2,2,1,5,6,5,6,6,7
56,2,2,1,5,6,5,6,6,7
57,2,3,4,3,4,6,7,9,10
58,2,2,1,1,2,2,4,3,3
59,2,3,4,3,4,6,7,9,10
60,2,3,4,3,4,4,5,5,6
61,2,3,4,3,4,6,7,9,10
62,1,1,2,2,1,1,2,2,1
63,2,3,4,3,4,7,8,7,8
64,2,2,1,5,6,5,6,6,7
65,2,3,4,3,3,4,5,4,5
66,2,3,1,5,6,5,6,6,7
67,2,3,4,3,4,6,7,9,10
68,2,2,4,3,3,4,5,4,4
69,2,2,3,4,5,3,3,8,2
70,1,1,2,2,1,1,1,1,9
71,2,3,4,3,3,4,5,5,6
72,2,2,1,5,6,5,6,6,7
73,2,3,4,3,4,7,8,7,8
74,2,3,4,3,3,7,8,4,5
75,2,2,1,5,6,5,6,6,7
76,2,2,1,5,6,5,6,6,7
77,2,3,4,3,3,4,5,5,6
78,2,3,4,3,3,4,5,4,4
79,2,2,1,1,2,2,4,3,3
80,1,1,2,2,1,1,2,2,1
