Number of clusters,Silhouette_mean (cosine),Silhouette_std (cosine),Silhouette_mean (euclidean),Silhouette_std (euclidean),DaviesBouldin_mean,DaviesBouldin_std,CalinskiHarabasz_mean,CalinskiHarabasz_std,ARI_mean,ARI_std,BIC_mean,BIC_std,AIC_mean,AIC_std
2,0.8963967649392918,0.1601589149038956,0.7760188707352763,0.12859880266584206,0.3190981711792221,0.20018473255476313,1552.8530935978558,1261.2643465562091,0.9598536312160788,0.1523986709851238,728.5342798961505,26.31073322284856,710.2980885942337,26.31073322284856
3,0.7461903574977328,0.22718451216692334,0.6956193829988335,0.11134195854430125,0.4386643751704089,0.20737995983949853,1022.1862501773167,588.0069028108427,0.9217402782241322,0.14420072199364792,816.4426851972105,30.838561231387413,787.7858131513415,30.838561231387413
4,0.7053263759033497,0.1876724275735858,0.6716213454177503,0.08391130240156214,0.46372512681026207,0.12515327121940245,793.7575339679082,339.30223899008746,0.9068362418204888,0.11801846451669062,886.5318560408887,28.521586405780294,847.4543032510674,28.521586405780294
5,0.6154997841989684,0.19728674984874947,0.6337706748785332,0.08608106289045653,0.5090466867981214,0.12094342701700654,646.6039677436246,229.85644291982322,0.8672605315331022,0.13098024212230094,938.550885216255,29.134636189473348,889.0526516824815,29.134636189473348
6,0.557959613844475,0.20074109332749085,0.5944735623209372,0.08209874288420338,0.5378136064938439,0.10701428631882338,556.4091573669679,188.72850295855906,0.8191152584269286,0.1249545318004354,977.1801712054489,32.65159928312739,917.261256927723,32.65159928312738
7,0.5304551429930092,0.16336064329121555,0.5795272849352501,0.06986846258579762,0.5442396458589905,0.0900374935492786,478.2262008407348,143.6673387857686,0.8076936449074661,0.1063849543683243,1020.0543503902927,30.87796082780088,949.7147553686143,30.877960827800912
8,0.48589937277697587,0.1622612763289994,0.5635449411754465,0.056326765375286574,0.5475543702257575,0.07305194305067758,418.55098297112033,109.95795780735064,0.7783142922096695,0.09974165127035804,1052.5206966208634,31.6200589987694,971.7604208552324,31.620058998769387
9,0.4033587796716736,0.16659056113487805,0.535766231212646,0.0536689476764239,0.5633953273575864,0.06755869129245493,367.6410497230005,99.3465993388736,0.7428595756778185,0.08944607209597379,1080.1838429123582,32.118468611563806,989.0028864027751,32.118468611563806
10,0.3757181874381052,0.15983457124885536,0.5235390367687041,0.05377021922121223,0.5739427431299797,0.07162424284361353,343.9344950982855,84.09252685260294,0.7274458852519785,0.08277020163075469,1107.6847874611276,33.92569055982209,1006.0831502075924,33.9256905598221
