Number of clusters,Silhouette_mean (cosine),Silhouette_std (cosine),Silhouette_mean (euclidean),Silhouette_std (euclidean),DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std
2,0.5418282143210182,0.0,0.3428363121756703,5.551115123125783e-17,1.198319630363718,2.220446049250313e-16,1.0,0.0
3,0.3420101646240479,5.551115123125783e-17,0.19927477988911046,8.326672684688674e-17,1.5971346373830684,0.0,1.0,0.0
4,0.2720114693195673,5.551115123125783e-17,0.16067884530606727,2.7755575615628914e-17,1.7194888809210207,4.440892098500626e-16,1.0,0.0
5,0.21238763769063465,1.3877787807814457e-16,0.12683774110511115,5.551115123125783e-17,1.9501055417568216,2.286089127109703e-16,1.0,0.0
6,0.19699469607287154,0.0052965250822116705,0.11718164806085647,0.0030890750303840353,1.995647661649939,0.022326206634633684,0.8863357291258341,0.08499858688295954
7,0.20986223219168354,0.005317156476974285,0.12325886089467178,0.0032733700759573444,1.9789465703535911,0.021746886049690866,0.9062289918830042,0.07169235255048369
8,0.18810357381243203,0.0004042846762301187,0.11333017224754402,0.00019436333437833822,1.9010658089892172,0.000393824248035051,0.9977357722114147,0.010171188261691434
9,0.19670061642512007,0.006493613765368582,0.11601091319976926,0.0029251172757156357,1.7739076635008622,0.02674650716548144,0.8926956822681207,0.05976286686422157
10,0.18433537327711097,0.019554178100367924,0.11072064387049652,0.00864327963033545,1.8919465368304804,0.18723886031042639,0.7674449082097378,0.09614103858110731
11,0.20441737396333962,0.009574689124075992,0.11884900580804222,0.005253157810641582,1.6722111748113315,0.05143728131149887,0.795278501017156,0.10247078671755108
12,0.1923372244181574,0.006991336837603603,0.11216924584313263,0.003639267665728368,1.6429515166943067,0.03000991451349379,0.9190838648397167,0.048652987229990834
13,0.17814732014479673,0.008670533269884588,0.10281981546750979,0.0051406007697307205,1.7251595139452147,0.04423307112108865,0.8674138642539545,0.06605384983274411
14,0.15655450842863372,0.010287013293116916,0.09100742853883548,0.005852433059492765,1.7515995156167607,0.06919913265691544,0.7865619785909239,0.09649366247633147
