Number of clusters,Silhouette_mean (cosine),Silhouette_std (cosine),Silhouette_mean (euclidean),Silhouette_std (euclidean),DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std
2,0.535740767060075,1.1102230246251565e-16,0.33750330193464156,1.6653345369377348e-16,1.2367208883896956,2.220446049250313e-16,1.0,0.0
3,0.3341402672993911,5.551115123125783e-17,0.19503656244123346,8.326672684688674e-17,1.6116599610895972,2.220446049250313e-16,1.0,0.0
4,0.2715732197897486,5.551115123125783e-17,0.16060504671901657,0.0,1.70971274254235,4.440892098500626e-16,1.0,0.0
5,0.2059827967859056,2.7755575615628914e-17,0.1239397690053148,2.7755575615628914e-17,1.9403068590850692,4.271113254555058e-16,1.0,0.0
6,0.1887528487661085,0.002109472057718199,0.11240857018922386,0.0013513216756320993,1.9436487905485855,0.009972176040309083,0.9825682907840019,0.026121504617507858
7,0.201411157710476,0.004639464918979258,0.11816564327365599,0.002660348370610029,1.972674678324166,0.02459058394639724,0.935525925009816,0.06122250876621457
8,0.18446561390714758,0.001998215341050375,0.10971005280462337,0.0008942646255432775,1.8945429599158845,0.014369720488060041,0.967205696686272,0.03392141331304936
9,0.1663011198553732,0.01511179919946463,0.09972389951720707,0.007791457018329163,1.9027461912751258,0.05954775587380572,0.9185401133784362,0.07872935889731297
10,0.18673195827679337,0.003033484609618577,0.11060328044574554,0.001563001343785412,1.7687423156820605,0.009005215151829381,0.9625622516356048,0.04972936945066616
11,0.17369898536689937,0.006706751711869286,0.10428351935207791,0.0031349523508913753,1.7485403474897703,0.017540640594112814,0.8882306114911868,0.08927911884102334
12,0.16940699060177533,0.006604744085283877,0.09974925628839605,0.0033328515082291063,1.777355571688428,0.014597807641511487,0.878307006761952,0.09925110826815917
13,0.17094588530680085,0.00626438120388027,0.10060747894394213,0.0035970917482318243,1.7930231678256439,0.03027363154884315,0.8953450341868039,0.052921639198159724
14,0.16001592251295882,0.010289967264626837,0.09420549831647784,0.005340425659180181,1.770971326392808,0.06496771022575264,0.7836716861284213,0.07142724066886205
