,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1,3,2,4,4,4,3,9,6,7,2,6,10
1,1,2,3,2,6,2,2,2,1,1,11,11,3
2,1,2,3,2,6,5,6,4,4,4,6,9,8
3,1,2,3,2,6,2,2,5,3,4,5,10,9
4,1,2,4,5,3,7,4,8,9,11,10,8,7
5,1,3,4,4,4,4,3,9,6,8,4,3,12
6,1,3,2,3,4,4,3,9,6,7,2,6,10
7,1,2,3,4,4,4,3,9,6,7,12,13,13
8,1,3,2,4,4,4,5,7,10,11,10,4,5
9,1,3,2,3,1,3,8,6,5,5,3,7,10
10,2,1,1,1,2,1,1,1,2,2,1,1,1
11,1,3,2,3,4,4,3,9,10,8,4,3,12
12,1,2,4,5,5,7,4,8,9,11,10,4,5
13,2,1,1,1,2,1,1,1,2,2,1,1,1
14,1,2,3,2,6,6,7,3,8,9,8,12,2
15,1,3,4,4,4,4,3,9,7,8,4,3,12
16,1,2,3,2,6,6,7,2,1,1,11,11,3
17,2,1,1,1,2,1,1,1,2,2,1,1,1
18,1,2,4,5,5,7,4,8,9,11,10,8,7
19,1,3,2,4,4,4,5,7,10,6,7,5,6
20,1,3,4,5,3,7,3,9,7,8,4,3,11
21,1,3,2,4,4,4,5,7,10,6,7,5,6
22,2,1,1,1,2,1,1,1,2,2,1,1,1
23,1,2,4,5,3,7,4,8,9,10,9,2,4
24,1,3,2,3,1,3,8,6,5,5,3,7,14
25,1,2,3,2,6,6,7,2,1,1,11,11,3
26,1,2,3,2,5,6,7,3,8,9,8,12,2
27,2,2,3,2,6,6,7,3,8,9,12,13,13
28,1,3,2,4,4,4,3,9,10,8,4,3,12
29,1,2,3,2,6,2,2,5,3,4,5,10,9
30,1,3,4,4,4,4,5,7,10,11,10,4,5
31,1,2,3,2,5,6,7,3,8,9,8,12,2
32,2,1,1,1,2,1,1,1,2,2,1,1,1
33,1,2,3,2,6,2,2,5,6,7,2,6,10
34,1,3,2,4,4,4,5,7,10,6,7,5,6
35,2,1,1,1,2,1,1,1,2,2,12,13,13
36,1,2,3,2,6,2,2,5,3,4,5,10,9
37,1,3,4,5,3,7,4,8,7,8,4,3,12
38,1,2,3,2,6,5,6,4,4,3,6,9,8
39,2,1,1,1,2,1,1,1,2,2,12,13,13
40,1,2,3,5,5,6,7,3,8,9,8,8,7
41,1,2,3,4,5,5,6,4,4,3,6,9,8
42,1,2,3,2,6,2,2,5,3,4,5,10,9
43,1,3,4,5,3,7,4,8,7,10,9,2,11
44,1,2,3,2,6,2,2,5,3,4,5,10,9
45,1,2,3,4,5,5,6,4,4,3,6,9,8
46,1,3,2,3,1,3,8,6,5,5,3,7,14
47,1,2,3,4,5,5,6,4,4,3,6,9,7
48,1,2,3,4,4,5,6,4,4,6,7,5,6
49,1,2,3,2,6,6,7,2,1,1,11,11,3
50,1,3,2,4,4,4,3,9,6,7,2,6,10
51,2,1,1,1,2,1,1,1,2,2,1,1,1
52,1,3,2,4,4,4,3,9,6,7,2,6,10
53,1,3,2,3,1,3,8,6,5,5,3,7,14
54,2,1,1,1,2,1,1,1,2,2,1,1,1
55,1,2,3,4,5,5,6,4,4,3,6,9,8
56,1,2,3,2,6,2,2,4,4,3,6,9,9
57,1,3,4,5,3,7,4,8,9,11,10,4,5
58,1,2,3,2,6,2,2,5,3,4,5,10,9
59,1,2,4,5,3,7,4,8,7,10,9,2,4
60,1,2,4,5,3,7,4,8,7,10,9,2,4
61,1,2,4,5,3,7,4,8,9,10,10,2,4
62,2,1,1,1,2,1,1,1,2,2,1,1,1
63,1,2,4,5,5,6,7,3,9,11,10,8,7
64,1,2,3,2,5,6,7,3,8,9,8,9,7
65,1,3,2,3,4,4,3,9,6,7,2,6,10
66,1,2,3,2,5,6,7,3,8,9,8,8,7
67,1,2,4,5,3,7,4,8,7,10,9,2,4
68,1,3,2,4,4,4,5,7,10,6,7,5,6
69,1,3,2,4,4,4,5,7,10,6,7,5,6
70,2,1,1,1,2,1,1,1,2,2,1,1,1
71,1,3,4,5,3,7,3,9,7,8,4,3,11
72,1,2,3,2,6,2,2,5,3,4,5,10,9
73,1,3,4,5,3,7,4,8,9,11,10,4,5
74,1,3,2,3,1,3,8,6,5,5,3,7,14
75,1,2,3,4,5,5,6,4,4,3,6,9,8
76,1,2,4,5,5,7,4,8,9,11,10,8,7
77,1,3,2,4,3,4,3,9,6,7,2,6,11
78,1,3,2,3,1,3,8,6,5,5,3,7,14
79,2,1,1,1,6,2,2,5,3,4,5,10,9
80,2,1,1,1,2,1,1,1,2,2,1,1,1
