Number of clusters,Silhouette_mean (cosine),Silhouette_std (cosine),Silhouette_mean (euclidean),Silhouette_std (euclidean),DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std,BIC_mean,BIC_std,AIC_mean,AIC_std
2,0.46120601401636585,1.6653345369377348e-16,0.28303546645278027,0.0,1.5256941059675537,2.220446049250313e-16,1.0,0.0,-361936.0098071191,5.820766091346741e-11,-365640.2226493973,5.820766091346741e-11
3,0.32422401106426624,0.0024569768746921616,0.18882332275375885,0.0014233559353524518,1.607109270765383,0.005089959222326894,0.8936269425534886,0.1102699102321383,-370148.99088772165,76.73268935167327,-375706.5073757164,76.73268935167327
4,0.26738662098769195,0.005783917760837918,0.15557276668941808,0.0033404110582434905,1.7670260684343335,0.0296018717549181,0.7765462642232729,0.1781464280927634,-374011.50032823987,40.575038921515436,-381422.32046195114,40.575038921515436
5,0.25092273986185415,0.022811320004296316,0.14648117095336446,0.012456305337892855,1.6859775398477028,0.2085367107607835,0.6433334830285523,0.12293302870220126,-375635.3419328292,1157.3334812736787,-384899.46571225673,1157.3334812736787
6,0.23426288034938902,0.02719839224692881,0.1365601579785094,0.014377469997960631,1.6556488527241364,0.14662202937097563,0.5930166281099357,0.12137915957985794,-376329.13809165976,1262.865913888284,-387446.56551680394,1262.865913888284
7,0.22231227838499343,0.02549895262987994,0.12889399833554235,0.013889379384808739,1.6476497432560324,0.12865295961824394,0.5642906162779444,0.11709473236839206,-376720.4760805449,1179.8566181761503,-389691.20715140546,1179.8566181761503
8,0.2049212664155737,0.02621029229340362,0.11908170466469585,0.013978651218096171,1.6360293779242574,0.11637773240679762,0.5346609702353071,0.11197252323516169,-377104.2409153304,1026.9943474435179,-391928.2756319075,1026.9943474435179
9,0.1891599019009632,0.03007977457029263,0.11004831738559932,0.01626267738329093,1.6195781471461401,0.09775105751591458,0.49800263265791783,0.10009131217088202,-377330.04758866533,1142.284325997234,-394007.3859509588,1142.284325997234
10,0.1891747202062195,0.024557053408378274,0.10961554892875332,0.0132848413862821,1.5877515273340372,0.09967231918436975,0.4816652043318824,0.09793000634422856,-377299.5367380264,1168.88671195499,-395830.1787460366,1168.88671195499
