Number of clusters,Silhouette_mean (cosine),Silhouette_std (cosine),Silhouette_mean (euclidean),Silhouette_std (euclidean),DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std,Inertia_mean,Inertia_std
2,0.5123821750469457,1.1102230246251565e-16,0.32213358683970045,0.0,1.303182797230535,2.220446049250313e-16,1.0,0.0,14.04976614641049,1.7763568394002505e-15
3,0.387738769280583,0.008434789078742115,0.2347540328696659,0.004702642464794314,1.4655966881571145,0.008087722730308623,0.9905864539917133,0.01938478659757885,11.512058627073252,0.0027199936883704214
4,0.3840051955108481,0.002231749893160162,0.23340478024671693,0.001622541345952794,1.3679354945816593,0.011070492433210044,0.9804378444313221,0.01917500731296928,9.745402951699036,0.0011057184268058139
5,0.3640563397789021,0.002954588388977684,0.21799300094616583,0.0018921605669209736,1.4095346272836726,0.010429873107813584,0.9549422442225544,0.03511042197750733,8.790990476750194,0.0054884690574689915
6,0.3664216339054869,0.003755761288103265,0.21829160054319896,0.002505198508765556,1.4298584302060828,0.011819434091775126,0.9412345100803143,0.03829568193992662,8.068865033281503,0.015208421830889647
7,0.328938068341129,0.01992004869524897,0.1933600938220963,0.012835081440248988,1.4642314431548038,0.0812208556079838,0.8242486506113929,0.08307005431815459,7.641870509721615,0.02621446746159347
8,0.3039868423310755,0.018481202928026907,0.1770945033359577,0.011412563571868433,1.4629596812304229,0.09139205722914887,0.707284006896205,0.10485556638953784,7.249862853324195,0.028917556435297535
9,0.2832180235116711,0.018740370049225893,0.16461878071444713,0.0113365194754552,1.4797668547761853,0.10728682760223648,0.6337399517238739,0.09971548774600023,6.869256733045834,0.029363260326589573
10,0.27498277189146203,0.016318053992105796,0.16045532276885438,0.00971566378604078,1.4810429463017087,0.08148309908370603,0.603529872397232,0.10024064297787347,6.507781974988277,0.03093849263789509
