Number of clusters,Silhouette_mean (cosine),Silhouette_std (cosine),Silhouette_mean (euclidean),Silhouette_std (euclidean),DaviesBouldin_mean,DaviesBouldin_std,CalinskiHarabasz_mean,CalinskiHarabasz_std,ARI_mean,ARI_std
2,0.5369935641075689,0.0,0.3405657529892472,0.0,1.1589654071337017,0.0,30.605399749233897,0.0,1.0,0.0
3,0.4643826768340212,0.0,0.2960085153225417,0.0,1.2554546949382146,0.0,25.28832872525288,0.0,1.0,0.0
4,0.3782042676640189,5.551115123125783e-17,0.24022013822277946,0.0,1.4292282790151951,1.2819751242557092e-16,22.009157433618913,2.0511601988091347e-15,1.0,0.0
5,0.37194040315704774,0.0,0.22994228928637303,0.0,1.3742715962957082,0.0,18.818057007943036,0.0,1.0,0.0
6,0.3340814508137471,0.00023036598206076646,0.2051803671084006,0.0004891823223387776,1.364147602706075,0.0027748363059259123,17.038253758674895,0.19294614407425806,0.9688177727905396,0.022049164312309123
7,0.3370705571376134,0.010343648857232232,0.20833674248843073,0.007414759310448373,1.3455429761198403,0.027485812617824054,15.3906698082747,0.35633563524490963,0.8805344928768267,0.026875389166498023
8,0.2816363039778476,0.0048580592368123055,0.17700406398835908,0.004707312419354745,1.4593937016474456,0.03390090636292731,15.12298753657557,0.20889117694567794,0.9042372226422019,0.035190157149526335
9,0.3357909691366278,0.02398837065852407,0.21357755158479175,0.016257296955268025,1.2721951140858898,0.038229528359354226,15.157859337724815,0.4411358553458859,0.7468406945004817,0.058439768818820785
10,0.33672820082849103,0.013023065129835079,0.21121249375368753,0.009203400961299,1.1902413621543928,0.0122467065539447,14.642421538404557,0.06094578058370285,0.7786053696678046,0.06937243020810024
