,2,3,4,5,6,7,8,9,10
0,1,2,2,3,2,2,8,1,3
1,2,1,1,1,1,2,2,9,5
2,1,2,2,3,2,3,7,2,4
3,1,2,2,3,2,2,2,9,4
4,1,3,4,5,5,6,5,6,7
5,1,3,3,4,6,7,3,4,9
6,1,3,3,2,4,5,8,1,10
7,1,3,4,5,5,6,5,6,7
8,1,3,3,2,5,6,4,6,7
9,1,3,3,2,4,5,4,7,8
10,2,1,1,1,1,1,1,8,5
11,1,3,3,2,4,5,4,7,10
12,1,3,4,5,5,6,5,6,7
13,2,1,1,1,1,1,1,8,5
14,1,2,4,5,3,4,6,3,1
15,1,3,4,5,5,6,5,6,7
16,2,1,1,1,1,1,1,8,5
17,2,1,1,1,1,1,1,8,5
18,1,3,4,5,5,6,5,5,2
19,1,3,3,2,4,3,8,1,10
20,1,3,4,4,6,7,3,4,9
21,1,3,3,2,4,5,8,1,10
22,2,1,1,1,1,1,1,8,5
23,1,3,4,4,5,6,5,5,2
24,1,3,3,2,4,5,4,7,8
25,2,1,1,1,1,4,6,3,1
26,1,2,4,5,3,4,6,3,1
27,1,2,4,5,3,4,6,3,1
28,1,3,3,2,4,5,4,7,7
29,1,2,2,3,2,2,2,9,4
30,1,3,4,5,5,6,5,6,7
31,1,2,4,5,3,4,6,3,1
32,2,1,1,1,1,1,1,8,5
33,1,2,2,3,2,2,2,9,3
34,1,2,2,5,3,3,7,2,10
35,2,1,1,1,1,1,1,8,5
36,1,2,2,3,2,2,2,9,4
37,1,3,4,4,6,7,5,5,2
38,1,2,2,3,2,3,7,2,4
39,2,1,1,1,1,1,1,8,5
40,1,3,4,5,5,6,5,5,2
41,1,2,2,3,3,3,7,2,6
42,1,2,2,3,2,2,2,9,4
43,1,3,4,4,6,7,3,4,9
44,1,2,2,3,2,2,2,9,4
45,1,2,2,5,3,3,7,2,6
46,1,3,3,2,4,5,4,7,8
47,1,2,2,5,3,3,7,2,6
48,1,2,2,3,3,3,8,1,10
49,1,2,2,3,3,4,6,3,1
50,1,3,3,2,4,5,8,1,10
51,2,1,1,1,1,1,1,8,5
52,1,3,3,2,4,5,8,1,3
53,1,3,3,2,4,5,4,7,8
54,2,1,1,1,1,1,1,8,5
55,1,2,2,5,3,3,7,2,6
56,1,2,2,5,3,3,7,2,6
57,1,3,4,5,5,6,5,6,7
58,1,2,2,3,2,2,2,9,4
59,1,3,4,4,6,7,5,5,2
60,1,3,4,4,6,7,3,5,2
61,1,3,4,4,6,7,5,5,2
62,2,1,1,1,1,1,1,8,5
63,1,3,4,5,5,6,5,6,7
64,1,2,4,5,3,4,7,3,6
65,1,3,3,2,4,5,4,4,9
66,1,2,4,5,3,4,5,3,6
67,1,3,4,4,6,7,5,5,2
68,1,3,3,2,4,5,4,6,7
69,1,3,3,2,4,5,8,1,10
70,2,1,1,1,1,1,1,8,5
71,1,3,4,4,6,7,3,4,9
72,1,2,2,5,3,4,7,2,6
73,1,3,4,5,5,6,5,6,7
74,1,3,3,2,4,5,4,7,8
75,1,2,2,5,3,3,7,2,6
76,1,3,4,5,5,6,5,6,6
77,1,3,4,4,6,7,3,4,9
78,1,3,3,2,4,5,4,7,8
79,2,2,2,3,2,2,2,9,4
80,2,1,1,1,1,1,1,8,5
