,2,3,4,5,6,7,8,9,10
0,1,2,2,2,2,6,8,2,3
1,1,2,2,2,2,6,7,2,3
2,1,2,2,2,5,4,4,9,4
3,1,2,2,2,2,6,7,2,3
4,1,3,4,5,3,2,3,5,10
5,1,3,4,5,3,7,8,6,10
6,1,3,3,3,4,5,8,3,5
7,1,3,4,5,3,2,3,5,10
8,1,3,4,5,3,2,3,5,9
9,1,3,3,3,4,5,8,4,6
10,2,1,1,1,1,1,1,1,1
11,1,3,3,3,4,5,8,4,6
12,1,3,4,5,3,2,3,5,9
13,2,1,1,1,1,1,1,1,1
14,1,2,4,4,6,3,5,8,8
15,1,3,4,5,3,7,8,6,10
16,2,1,1,1,1,1,1,1,2
17,2,1,1,1,1,1,1,1,1
18,1,3,4,5,3,2,3,5,10
19,1,3,2,3,5,4,4,3,5
20,1,3,4,5,3,7,2,6,7
21,1,3,3,3,4,4,8,3,5
22,2,1,1,1,1,1,1,1,1
23,1,3,4,5,3,7,2,7,7
24,1,3,3,3,4,5,6,4,6
25,2,2,1,4,6,3,5,8,2
26,1,2,4,4,6,3,5,8,8
27,1,2,4,4,6,3,5,8,2
28,1,3,3,3,4,5,8,4,6
29,1,2,2,2,2,6,7,2,3
30,1,3,4,5,3,2,3,5,9
31,1,2,4,4,6,3,5,8,8
32,2,1,1,1,1,1,1,1,1
33,1,2,2,2,2,6,7,2,3
34,1,2,2,4,5,4,4,3,5
35,2,1,1,1,1,1,1,1,1
36,1,2,2,2,2,6,7,2,3
37,1,3,4,5,3,7,3,6,10
38,1,2,2,2,5,4,4,9,4
39,2,1,1,1,1,1,1,1,2
40,1,3,4,5,3,2,3,5,8
41,1,2,2,4,5,4,4,9,4
42,1,2,2,2,2,6,7,2,3
43,1,3,4,5,3,7,2,7,7
44,1,2,2,2,2,6,7,2,3
45,1,2,2,4,5,4,4,9,4
46,1,3,3,3,4,5,6,4,6
47,1,2,4,4,6,3,4,9,10
48,1,2,2,2,5,4,4,3,5
49,1,2,2,4,6,3,5,8,2
50,1,3,3,3,4,5,8,3,5
51,2,1,1,1,1,1,1,1,1
52,1,3,3,3,4,7,8,3,5
53,1,3,3,3,4,5,6,4,6
54,2,1,1,1,1,1,1,1,1
55,1,2,2,4,5,4,4,9,4
56,1,2,2,4,6,3,4,9,4
57,1,3,4,5,3,2,3,5,9
58,1,2,2,2,2,6,7,2,3
59,1,3,4,5,3,7,2,7,7
60,1,3,4,5,3,7,2,7,7
61,1,3,4,5,3,2,3,5,9
62,2,1,1,1,1,1,1,1,1
63,1,3,4,5,3,2,3,5,10
64,1,2,4,4,6,3,5,9,8
65,1,3,3,3,4,5,8,4,6
66,1,2,4,4,6,3,5,9,8
67,1,3,4,5,3,7,2,7,7
68,1,3,3,3,4,5,8,5,10
69,1,3,3,3,5,4,8,3,5
70,2,1,1,1,1,1,1,1,1
71,1,3,4,5,3,7,2,6,7
72,1,2,2,4,6,3,5,9,4
73,1,3,4,5,3,2,3,5,9
74,1,3,3,3,4,5,6,4,6
75,1,2,2,4,6,3,4,9,4
76,1,3,4,5,3,2,3,5,10
77,1,3,4,5,3,7,8,6,10
78,1,3,3,3,4,5,6,4,6
79,2,2,2,2,2,6,7,2,3
80,2,1,1,1,1,1,1,1,1
