,2,3,4,5,6,7,8,9,10
0,1,3,2,2,2,6,2,7,10
1,2,1,1,2,2,2,2,3,10
2,1,2,3,2,2,5,3,3,9
3,1,2,3,2,2,2,2,3,9
4,1,3,4,5,5,7,5,6,8
5,1,3,2,4,3,6,6,8,4
6,1,3,2,4,3,4,8,7,5
7,1,3,4,5,5,7,5,6,7
8,1,3,2,5,5,7,5,6,7
9,1,3,2,4,3,4,8,9,5
10,2,1,1,1,1,1,1,1,1
11,1,3,2,4,3,4,8,9,5
12,1,3,4,5,5,7,5,6,7
13,2,1,1,1,1,1,1,1,1
14,1,2,4,3,4,3,4,4,3
15,1,3,4,5,5,7,6,6,4
16,2,1,1,1,1,1,1,1,1
17,2,1,1,1,1,1,1,1,1
18,1,3,4,5,5,7,5,2,2
19,1,3,2,4,3,5,7,7,6
20,1,3,4,5,4,6,6,8,4
21,1,3,2,4,3,4,7,7,6
22,2,1,1,1,1,1,1,1,1
23,1,3,4,5,4,6,4,2,2
24,1,3,2,4,3,4,8,9,5
25,2,1,1,1,4,3,1,4,3
26,1,2,4,3,4,3,4,4,3
27,1,2,4,3,4,3,4,4,3
28,1,3,2,4,3,4,8,9,5
29,1,2,3,2,2,2,2,3,10
30,1,3,4,5,5,7,5,6,7
31,1,2,4,3,4,3,4,4,3
32,2,1,1,1,1,1,1,1,1
33,1,2,3,2,2,2,2,3,10
34,1,2,3,3,6,5,7,7,6
35,2,1,1,1,1,1,1,1,1
36,1,2,3,2,2,2,2,3,9
37,1,3,4,5,4,6,6,2,2
38,1,2,3,2,6,5,3,5,9
39,2,1,1,1,1,1,1,1,1
40,1,3,4,5,4,3,4,2,2
41,1,2,3,3,6,5,3,5,8
42,1,2,3,2,2,2,2,3,10
43,1,3,4,5,4,6,6,8,4
44,1,2,3,2,2,2,2,3,9
45,1,2,3,3,6,5,3,5,8
46,1,3,2,4,3,4,8,9,5
47,1,2,3,3,6,5,3,5,8
48,1,2,3,2,6,5,7,7,6
49,1,2,3,2,4,3,2,4,3
50,1,3,2,4,3,4,7,7,6
51,2,1,1,1,1,1,1,1,1
52,1,3,2,4,3,6,7,7,10
53,1,3,2,4,3,4,8,9,5
54,2,1,1,1,1,1,1,1,1
55,1,2,3,3,6,5,3,5,8
56,1,2,3,3,6,5,3,5,8
57,1,3,4,5,5,7,5,6,7
58,1,2,3,2,2,2,2,3,9
59,1,3,4,5,4,6,4,2,2
60,1,3,4,5,4,6,4,2,2
61,1,3,4,5,5,7,5,2,2
62,2,1,1,1,1,1,1,1,1
63,1,3,4,5,5,7,5,6,7
64,1,2,3,3,6,3,3,5,8
65,1,3,2,4,3,4,6,8,4
66,1,2,4,3,6,3,4,5,8
67,1,3,4,5,4,6,4,2,2
68,1,3,2,4,3,4,8,9,5
69,1,3,2,4,3,5,7,7,6
70,2,1,1,1,1,1,1,1,1
71,1,3,4,5,4,6,6,8,4
72,1,2,3,3,6,5,3,5,8
73,1,3,4,5,5,7,5,6,7
74,1,3,2,4,3,4,8,9,5
75,1,2,3,3,6,5,3,5,8
76,1,2,4,3,6,7,3,5,8
77,1,3,4,5,4,6,6,8,4
78,1,3,2,4,3,4,8,9,5
79,2,1,1,2,2,2,2,3,10
80,2,1,1,1,1,1,1,1,1
