Number of clusters,Silhouette_mean (cosine),Silhouette_std (cosine),Silhouette_mean (euclidean),Silhouette_std (euclidean),DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std
2,0.4744442101356384,1.1102230246251565e-16,0.2990042663766199,0.0,1.2713310287924457,0.0,1.0,0.0
3,0.33284784952376684,0.003180699666617261,0.19700639594859395,0.0018925025991285802,1.679363216829965,0.007023775335082438,0.9781956713047828,0.02201679976745807
4,0.30843527473082744,0.0,0.1843257729732977,1.1102230246251565e-16,1.5968964470208957,4.440892098500626e-16,1.0,0.0
5,0.2679934779243535,0.0,0.16079214085504365,0.0,1.7497080615459084,1.4217791915866693e-16,1.0,0.0
6,0.2666017635617459,0.006131848615877896,0.1584493763591882,0.003143845343904682,1.7432547911890839,0.011732444224217469,0.9584859911255235,0.027357690587253358
7,0.27008737808521344,0.0023181708425525594,0.15898404326954851,0.0005985676854282104,1.6367384779346152,0.004727296367760006,0.9779552300028219,0.03501676693807722
8,0.20474873740057573,0.005131202738616217,0.1245184198706228,0.002529661919510703,1.7353907794686398,0.046898413371667315,0.8812979751953621,0.072501153955144
9,0.2039663627464582,0.008045643968320486,0.12483268345659919,0.004399532166242254,1.773185187677158,0.03281094292204775,0.8779692580440102,0.06130867180242277
10,0.21809355380265288,0.008573135738510831,0.13241781129659302,0.0044117667548685775,1.684725665048256,0.02363260613072891,0.8917437058737826,0.055239074859321294
11,0.2014090863543173,0.012712461991548418,0.12102211343170037,0.007238869541561899,1.6822769193183453,0.03211234663743399,0.8413977536711573,0.07119850607496966
12,0.1838629816283036,0.011095464918003917,0.11074183489658494,0.0060245663602477295,1.7327691515753745,0.029053840795370142,0.7572882982953575,0.08701868278468824
13,0.18100891224780638,0.010679183327317038,0.10836041684179187,0.005885362969997372,1.7211296471723432,0.032893491610762424,0.7961096381277996,0.07605343495932156
14,0.17071783042455393,0.011258450170886598,0.10283425528619361,0.006100553783335468,1.6722994437706893,0.034000020045686856,0.7794016958098496,0.07712930662507907
