Number of clusters,Silhouette_mean (cosine),Silhouette_std (cosine),Silhouette_mean (euclidean),Silhouette_std (euclidean),DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std
2,0.49694592420697153,2.220446049250313e-16,0.3207515892503217,5.551115123125783e-17,1.1379516063828583,2.220446049250313e-16,1.0,0.0
3,0.37105074504201424,0.004158185248848202,0.22576010787667095,0.0023520302606638423,1.5127542540615624,0.009608057392298726,0.9857713901341297,0.03195568402383727
4,0.3704622445449094,1.1102230246251565e-16,0.22810662236094015,2.7755575615628914e-17,1.356849536623186,3.084742237080508e-16,1.0,0.0
5,0.3302163505870402,5.551115123125783e-17,0.19951110298837893,2.7755575615628914e-17,1.4822616645350832,4.3056046349721633e-16,1.0,0.0
6,0.29317156166820507,0.0,0.1757607268480777,5.551115123125783e-17,1.6810913360521544,1.88411095042053e-16,1.0,0.0
7,0.28553921839299307,0.004011211242644315,0.1730715537956192,0.0025184877805484785,1.6898843096290808,0.012286678257979109,0.9367968219265561,0.05801968320088341
8,0.2756343630841293,0.007935824584288622,0.16616609937111623,0.004190043968307588,1.642807018644657,0.016319092225342335,0.8593084644425091,0.07940480962174444
9,0.2641931677160334,0.011967335747865305,0.16097548664959405,0.00588675668591924,1.5574823013219186,0.033219350086382056,0.7883590809115539,0.09042389042783383
10,0.2757431990620921,0.008591030056781386,0.16592847495643995,0.005033283347903812,1.5016218561571706,0.012221570182580261,0.9338061744065466,0.04294310282263915
11,0.2519911924775018,0.0058040394809976605,0.14826805160308681,0.003268649203660995,1.5314154552511223,0.011122953585795852,0.9497826018302641,0.04375097144302731
12,0.2425128324088729,0.007124109442221892,0.1417729206960961,0.003626362040876165,1.526029531101994,0.024442018587599194,0.918125522573707,0.05777449477578191
13,0.23290511780600526,0.012596765899341954,0.1358185531772472,0.006759905894153298,1.5322328727739378,0.037155724146799025,0.8192946103821409,0.07027796129155742
14,0.2420818654362212,0.010946722015449993,0.14247235066173644,0.005823963257841547,1.4818086952531333,0.02302312795620334,0.8068576762120744,0.07173816203930707
