Number of clusters,Silhouette_mean (cosine),Silhouette_std (cosine),Silhouette_mean (euclidean),Silhouette_std (euclidean),DaviesBouldin_mean,DaviesBouldin_std,CalinskiHarabasz_mean,CalinskiHarabasz_std,ARI_mean,ARI_std
2,0.8969819565067535,0.15568668183358492,0.7759855879081397,0.12834744207568372,0.3201200672224633,0.20358994666340335,1552.6035371178048,1261.5282627744891,0.9553148721766178,0.15499939256149017
3,0.5735452023311308,0.32411719936133293,0.5712067767067704,0.20373082129281728,0.7320386659429946,0.8696629406491142,741.9897108896929,661.2486063583315,0.8032719226363464,0.2078127777362898
4,0.5267688553586336,0.27245137932268315,0.5417456100020641,0.17391258943139634,0.8085226621142226,0.7799493259262837,504.0572795823139,409.2317400429413,0.8159210013994697,0.16601427355585482
5,0.47610136648746143,0.25891078483016683,0.5166193314413242,0.15527346853341406,0.8216391431229415,0.5970783952681592,428.5554336628962,327.9679833171336,0.7956197466809755,0.15321956320807797
6,0.5264437848461949,0.2148245053851577,0.5626442521484656,0.11205524567621444,0.63809060502835,0.26693884629112175,534.880353589839,232.00390786437475,0.8302540954676936,0.13063080301487062
7,0.488036720988097,0.18222776748289454,0.5397819983783569,0.09779656977501106,0.6703774550013866,0.27790735165996494,452.30780626224646,188.97484131475045,0.8142958008688967,0.12276143284331059
8,0.4433275981085464,0.16174076845333743,0.524013357509023,0.08418722043346866,0.6903024397293918,0.23705791317944933,389.6694100540961,166.3211498960177,0.805988870562386,0.09767072195941089
9,0.4209775909708142,0.12996240188536118,0.5174345743203685,0.0646985416420815,0.6732108108840006,0.1656207522598078,379.7547175187551,137.36440714505537,0.7929818819294858,0.093610470695209
10,0.3849549604727725,0.15640644172138457,0.5001331335719901,0.057913594950643334,0.7327369324073129,0.2864584807856422,343.06790094448223,134.62289982439663,0.7744151258941239,0.0819487649745424
